DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,K,ICT,25,1,25,25,25
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,1,Gen Ed,25,1,25,25,25
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,1,ICT,19,1,19,19,19
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,2,Gen Ed,20,1,20,20,20
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,2,ICT,17,1,17,17,17
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,3,Gen Ed,22,1,22,22,22
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,3,ICT,23,1,23,23,23
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,4,Gen Ed,39,2,19.5,18,21
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,4,ICT,18,1,18,18,18
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,5,Gen Ed,35,2,17.5,17,18
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,5,ICT,17,1,17,17,17
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,6,Gen Ed,58,4,14.5,<15,21
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,6,ICT,14,2,7,<15,<15
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,7,Gen Ed,61,4,15.3,<15,24
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,8,Gen Ed,56,3,18.7,<15,22
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,8,ICT,7,1,7,<15,<15
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,K,Gen Ed,39,2,19.5,19,20
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,K,ICT,18,1,18,18,18
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,1,Gen Ed,42,2,21,21,21
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,1,ICT,21,1,21,21,21
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,2,Gen Ed,42,2,21,21,21
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,2,ICT,23,1,23,23,23
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,3,Gen Ed,28,1,28,28,28
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,3,ICT,30,1,30,30,30
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,4,Gen Ed,31,1,31,31,31
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,4,ICT,29,1,29,29,29
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,5,Gen Ed,46,2,23,22,24
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,5,ICT,23,1,23,23,23
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,K,Gen Ed,25,1,25,25,25
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,K,ICT,35,2,17.5,<15,24
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,1,Gen Ed,24,1,24,24,24
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,1,ICT,38,2,19,17,21
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,2,Gen Ed,24,1,24,24,24
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,2,ICT,40,2,20,16,24
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,3,Gen Ed,27,1,27,27,27
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,3,ICT,45,2,22.5,18,27
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,4,Gen Ed,25,1,25,25,25
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,4,ICT,44,2,22,21,23
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,5,Gen Ed,50,2,25,24,26
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,5,ICT,27,1,27,27,27
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,6,Gen Ed,17,1,17,17,17
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,6,ICT,38,2,19,19,19
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,7,Gen Ed,21,1,21,21,21
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,7,ICT,20,1,20,20,20
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,8,Gen Ed,30,2,15,15,15
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,8,ICT,14,1,14,<15,<15
27Q319,VILLAGE ACADEMY,6,Gen Ed,20,1,20,20,20
27Q319,VILLAGE ACADEMY,6,ICT,61,4,15.3,<15,20
27Q319,VILLAGE ACADEMY,7,Gen Ed,27,1,27,27,27
27Q319,VILLAGE ACADEMY,7,ICT,83,6,13.8,<15,16
27Q319,VILLAGE ACADEMY,8,Gen Ed,25,1,25,25,25
27Q319,VILLAGE ACADEMY,8,ICT,75,4,18.8,<15,25
27Q323,SCHOLARS' ACADEMY,6,Gen Ed,112,4,28,25,31
27Q323,SCHOLARS' ACADEMY,6,ICT,65,2,32.5,32,33
27Q323,SCHOLARS' ACADEMY,7,Gen Ed,61,2,30.5,30,31
27Q323,SCHOLARS' ACADEMY,7,ICT,118,4,29.5,27,31
27Q323,SCHOLARS' ACADEMY,8,Gen Ed,123,4,30.8,30,31
27Q323,SCHOLARS' ACADEMY,8,ICT,63,2,31.5,30,33
27Q333,GOLDIE MAPLE ACADEMY,K,Gen Ed,35,2,17.5,17,18
27Q333,GOLDIE MAPLE ACADEMY,1,Gen Ed,20,1,20,20,20
27Q333,GOLDIE MAPLE ACADEMY,1,ICT,22,1,22,22,22
27Q333,GOLDIE MAPLE ACADEMY,2,Gen Ed,13,1,13,<15,<15
27Q333,GOLDIE MAPLE ACADEMY,2,ICT,16,1,16,16,16
27Q333,GOLDIE MAPLE ACADEMY,3,Gen Ed,24,1,24,24,24
27Q333,GOLDIE MAPLE ACADEMY,4,Gen Ed,22,1,22,22,22
27Q333,GOLDIE MAPLE ACADEMY,4,ICT,20,1,20,20,20
27Q333,GOLDIE MAPLE ACADEMY,5,Gen Ed,30,2,15,<15,20
27Q333,GOLDIE MAPLE ACADEMY,6,ICT,24,1,24,24,24
27Q333,GOLDIE MAPLE ACADEMY,7,Gen Ed,19,1,19,19,19
27Q333,GOLDIE MAPLE ACADEMY,7,ICT,22,1,22,22,22
27Q333,GOLDIE MAPLE ACADEMY,8,Gen Ed,18,1,18,18,18
27Q333,GOLDIE MAPLE ACADEMY,8,ICT,10,1,10,<15,<15
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,K,Gen Ed,44,3,14.7,<15,15
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,K,ICT,30,2,15,15,15
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,1,Gen Ed,31,2,15.5,15,16
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,1,ICT,32,2,16,16,16
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,2,Gen Ed,19,1,19,19,19
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,2,ICT,36,2,18,17,19
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,3,Gen Ed,22,1,22,22,22
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,3,ICT,41,2,20.5,20,21
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,4,Gen Ed,19,1,19,19,19
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,4,ICT,43,2,21.5,21,22
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,5,Gen Ed,15,1,15,15,15
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,5,ICT,40,2,20,17,23
27Q377,PS 377,K,Gen Ed,48,2,24,24,24
27Q377,PS 377,K,ICT,22,1,22,22,22
27Q377,PS 377,1,Gen Ed,43,2,21.5,21,22
27Q377,PS 377,1,ICT,25,1,25,25,25
27Q377,PS 377,2,Gen Ed,23,1,23,23,23
27Q377,PS 377,2,ICT,27,1,27,27,27
27Q377,PS 377,3,Gen Ed,28,1,28,28,28
27Q377,PS 377,3,ICT,27,1,27,27,27
27Q377,PS 377,4,ICT,33,1,33,33,33
28Q008,JHS 008 RICHARD S GROSSLEY,6,Gen Ed,71,3,23.7,22,25
28Q008,JHS 008 RICHARD S GROSSLEY,6,ICT,47,2,23.5,23,24
28Q008,JHS 008 RICHARD S GROSSLEY,7,Gen Ed,47,2,23.5,23,24
28Q008,JHS 008 RICHARD S GROSSLEY,7,ICT,55,2,27.5,27,28
28Q008,JHS 008 RICHARD S GROSSLEY,8,Gen Ed,100,4,25,23,29
28Q008,JHS 008 RICHARD S GROSSLEY,8,ICT,49,2,24.5,24,25
28Q040,PS 040 SAMUEL HUNTINGTON,K,ICT,48,2,24,24,24
28Q040,PS 040 SAMUEL HUNTINGTON,1,ICT,49,2,24.5,24,25
28Q040,PS 040 SAMUEL HUNTINGTON,2,ICT,50,2,25,24,26
28Q040,PS 040 SAMUEL HUNTINGTON,3,ICT,50,2,25,24,26
28Q040,PS 040 SAMUEL HUNTINGTON,4,ICT,46,2,23,23,23
28Q040,PS 040 SAMUEL HUNTINGTON,5,ICT,44,2,22,21,23
28Q048,PS 048 WILLIAM WORDSWORTH,K,Gen Ed,35,2,17.5,16,19
28Q048,PS 048 WILLIAM WORDSWORTH,K,ICT,20,1,20,20,20
28Q048,PS 048 WILLIAM WORDSWORTH,1,Gen Ed,46,2,23,22,24
28Q048,PS 048 WILLIAM WORDSWORTH,1,ICT,23,1,23,23,23
28Q048,PS 048 WILLIAM WORDSWORTH,2,Gen Ed,39,2,19.5,19,20
28Q048,PS 048 WILLIAM WORDSWORTH,2,ICT,23,1,23,23,23
28Q048,PS 048 WILLIAM WORDSWORTH,3,Gen Ed,25,1,25,25,25
28Q048,PS 048 WILLIAM WORDSWORTH,3,ICT,26,1,26,26,26
28Q048,PS 048 WILLIAM WORDSWORTH,4,Gen Ed,43,2,21.5,21,22
28Q048,PS 048 WILLIAM WORDSWORTH,4,ICT,21,1,21,21,21
28Q048,PS 048 WILLIAM WORDSWORTH,5,Gen Ed,48,2,24,21,27
28Q048,PS 048 WILLIAM WORDSWORTH,5,ICT,23,1,23,23,23
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,K,Gen Ed,102,5,20.4,16,23
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,1,Gen Ed,90,4,22.5,21,25
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,1,ICT,26,1,26,26,26
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,2,Gen Ed,81,4,20.3,19,23
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,2,ICT,20,1,20,20,20
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,3,Gen Ed,89,4,22.3,19,25
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,3,ICT,25,1,25,25,25
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,4,Gen Ed,70,3,23.3,20,25
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,4,ICT,26,1,26,26,26
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,5,Gen Ed,86,4,21.5,20,24
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,5,ICT,21,1,21,21,21
28Q054,PS 054 HILLSIDE,K,Gen Ed,46,2,23,23,23
28Q054,PS 054 HILLSIDE,K,ICT,21,1,21,21,21
28Q054,PS 054 HILLSIDE,1,Gen Ed,37,2,18.5,17,20
28Q054,PS 054 HILLSIDE,1,ICT,22,1,22,22,22
28Q054,PS 054 HILLSIDE,2,Gen Ed,53,2,26.5,26,27
28Q054,PS 054 HILLSIDE,2,ICT,24,1,24,24,24
28Q054,PS 054 HILLSIDE,3,Gen Ed,27,1,27,27,27
28Q054,PS 054 HILLSIDE,3,ICT,27,1,27,27,27
28Q054,PS 054 HILLSIDE,4,Gen Ed,51,2,25.5,25,26
28Q054,PS 054 HILLSIDE,4,ICT,27,1,27,27,27
28Q054,PS 054 HILLSIDE,5,Gen Ed,39,2,19.5,19,20
28Q054,PS 054 HILLSIDE,5,ICT,25,1,25,25,25
28Q055,PS 055 MAURE,K,Gen Ed,48,2,24,24,24
28Q055,PS 055 MAURE,K,ICT,23,1,23,23,23
28Q055,PS 055 MAURE,1,Gen Ed,70,3,23.3,22,26
28Q055,PS 055 MAURE,2,Gen Ed,76,3,25.3,25,26
28Q055,PS 055 MAURE,3,Gen Ed,24,1,24,24,24
28Q055,PS 055 MAURE,3,ICT,23,1,23,23,23
28Q055,PS 055 MAURE,4,Gen Ed,41,2,20.5,20,21
28Q055,PS 055 MAURE,4,ICT,20,1,20,20,20
28Q055,PS 055 MAURE,5,Gen Ed,27,1,27,27,27
28Q055,PS 055 MAURE,5,ICT,27,1,27,27,27
28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,6,Gen Ed,59,3,19.7,16,23
28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,6,ICT,24,1,24,24,24
28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,7,Gen Ed,24,1,24,24,24
28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,7,ICT,43,2,21.5,20,23
28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,8,Gen Ed,48,2,24,23,25
28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,8,ICT,25,1,25,25,25
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,K,Gen Ed,35,2,17.5,17,18
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,K,ICT,18,1,18,18,18
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,1,Gen Ed,21,1,21,21,21
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,1,ICT,23,1,23,23,23
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,2,Gen Ed,26,1,26,26,26
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,2,ICT,27,1,27,27,27
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,3,Gen Ed,25,1,25,25,25
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,3,ICT,27,1,27,27,27
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,4,Gen Ed,25,1,25,25,25
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,4,ICT,21,1,21,21,21
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,5,Gen Ed,24,1,24,24,24
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,5,ICT,22,1,22,22,22
28Q082,PS 082 HAMMOND,K,Gen Ed,62,3,20.7,19,22
28Q082,PS 082 HAMMOND,K,ICT,21,1,21,21,21
28Q082,PS 082 HAMMOND,1,Gen Ed,60,3,20,17,24
28Q082,PS 082 HAMMOND,1,ICT,23,1,23,23,23
28Q082,PS 082 HAMMOND,2,Gen Ed,43,2,21.5,21,22
28Q082,PS 082 HAMMOND,2,ICT,43,2,21.5,21,22
28Q082,PS 082 HAMMOND,3,Gen Ed,67,3,22.3,22,23
28Q082,PS 082 HAMMOND,3,ICT,21,1,21,21,21
28Q082,PS 082 HAMMOND,4,Gen Ed,46,2,23,21,25
28Q082,PS 082 HAMMOND,4,ICT,46,2,23,22,24
28Q082,PS 082 HAMMOND,5,Gen Ed,29,1,29,29,29
28Q082,PS 082 HAMMOND,5,ICT,61,2,30.5,30,31
28Q086,PS Q086,K,Gen Ed,74,3,24.7,24,25
28Q086,PS Q086,K,ICT,25,1,25,25,25
28Q086,PS Q086,1,Gen Ed,78,4,19.5,17,22
28Q086,PS Q086,1,ICT,22,1,22,22,22
28Q086,PS Q086,2,Gen Ed,68,3,22.7,21,24
28Q086,PS Q086,2,ICT,25,1,25,25,25
28Q086,PS Q086,3,Gen Ed,66,3,22,15,26
28Q086,PS Q086,3,ICT,24,1,24,24,24
28Q086,PS Q086,4,Gen Ed,68,3,22.7,20,24
28Q086,PS Q086,4,ICT,27,1,27,27,27
28Q086,PS Q086,5,Gen Ed,67,3,22.3,21,24
28Q086,PS Q086,5,ICT,24,1,24,24,24
28Q099,PS 099 KEW GARDENS,K,Gen Ed,86,4,21.5,21,22
28Q099,PS 099 KEW GARDENS,K,ICT,21,1,21,21,21
28Q099,PS 099 KEW GARDENS,1,Gen Ed,75,3,25,24,26
28Q099,PS 099 KEW GARDENS,1,ICT,30,1,30,30,30
28Q099,PS 099 KEW GARDENS,2,Gen Ed,76,3,25.3,24,27
28Q099,PS 099 KEW GARDENS,2,ICT,23,1,23,23,23
28Q099,PS 099 KEW GARDENS,3,Gen Ed,71,3,23.7,23,24
28Q099,PS 099 KEW GARDENS,3,ICT,27,1,27,27,27
28Q099,PS 099 KEW GARDENS,4,Gen Ed,73,3,24.3,23,25
28Q099,PS 099 KEW GARDENS,4,ICT,26,1,26,26,26
28Q099,PS 099 KEW GARDENS,5,Gen Ed,43,2,21.5,20,23
28Q099,PS 099 KEW GARDENS,5,ICT,45,2,22.5,22,23
28Q099,PS 099 KEW GARDENS,6,Gen Ed,32,2,16,<15,18
28Q099,PS 099 KEW GARDENS,6,ICT,21,1,21,21,21
28Q101,PS 101 SCHOOL IN THE GARDENS,K,Gen Ed,72,4,18,<15,20
28Q101,PS 101 SCHOOL IN THE GARDENS,K,ICT,17,1,17,17,17
28Q101,PS 101 SCHOOL IN THE GARDENS,1,Gen Ed,67,3,22.3,20,26
28Q101,PS 101 SCHOOL IN THE GARDENS,1,ICT,19,1,19,19,19
28Q101,PS 101 SCHOOL IN THE GARDENS,2,Gen Ed,70,3,23.3,22,26
28Q101,PS 101 SCHOOL IN THE GARDENS,2,ICT,24,1,24,24,24
28Q101,PS 101 SCHOOL IN THE GARDENS,3,Gen Ed,57,2,28.5,28,29
28Q101,PS 101 SCHOOL IN THE GARDENS,3,ICT,28,1,28,28,28
28Q101,PS 101 SCHOOL IN THE GARDENS,4,Gen Ed,34,2,17,15,19
28Q101,PS 101 SCHOOL IN THE GARDENS,4,ICT,40,2,20,18,22
28Q101,PS 101 SCHOOL IN THE GARDENS,5,Gen Ed,48,2,24,22,26
28Q101,PS 101 SCHOOL IN THE GARDENS,5,ICT,21,1,21,21,21
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,K,Gen Ed,90,4,22.5,20,24
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,K,ICT,18,1,18,18,18
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,1,Gen Ed,89,3,29.7,29,30
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,1,ICT,31,1,31,31,31
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,2,Gen Ed,87,4,21.8,21,23
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,2,ICT,22,1,22,22,22
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,3,Gen Ed,77,3,25.7,24,27
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,3,ICT,28,1,28,28,28
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,4,Gen Ed,78,3,26,24,28
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,4,ICT,26,1,26,26,26
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,5,Gen Ed,102,4,25.5,23,28
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,5,ICT,28,1,28,28,28
28Q121,PS 121 QUEENS,K,Gen Ed,72,3,24,23,25
28Q121,PS 121 QUEENS,K,G&T,20,1,20,20,20
28Q121,PS 121 QUEENS,K,ICT,23,1,23,23,23
28Q121,PS 121 QUEENS,1,Gen Ed,73,3,24.3,24,25
28Q121,PS 121 QUEENS,1,ICT,23,1,23,23,23
28Q121,PS 121 QUEENS,2,Gen Ed,66,3,22,21,24
28Q121,PS 121 QUEENS,2,ICT,18,1,18,18,18
28Q121,PS 121 QUEENS,3,Gen Ed,75,3,25,24,26
28Q121,PS 121 QUEENS,3,G&T,23,1,23,23,23
28Q121,PS 121 QUEENS,3,ICT,22,1,22,22,22
28Q121,PS 121 QUEENS,4,Gen Ed,77,4,19.3,18,20
28Q121,PS 121 QUEENS,4,G&T,18,1,18,18,18
28Q121,PS 121 QUEENS,4,ICT,20,1,20,20,20
28Q121,PS 121 QUEENS,5,Gen Ed,71,3,23.7,23,25
28Q121,PS 121 QUEENS,5,G&T,22,1,22,22,22
28Q121,PS 121 QUEENS,5,ICT,23,1,23,23,23
28Q139,PS 139 REGO PARK,K,Gen Ed,74,4,18.5,17,20
28Q139,PS 139 REGO PARK,K,ICT,18,1,18,18,18
28Q139,PS 139 REGO PARK,1,Gen Ed,61,3,20.3,17,23
28Q139,PS 139 REGO PARK,1,ICT,22,1,22,22,22
28Q139,PS 139 REGO PARK,2,Gen Ed,61,3,20.3,19,21
28Q139,PS 139 REGO PARK,2,ICT,40,2,20,19,21
28Q139,PS 139 REGO PARK,3,Gen Ed,70,3,23.3,23,24
28Q139,PS 139 REGO PARK,3,ICT,24,1,24,24,24
28Q139,PS 139 REGO PARK,4,Gen Ed,67,3,22.3,21,24
28Q139,PS 139 REGO PARK,4,ICT,19,1,19,19,19
28Q139,PS 139 REGO PARK,5,Gen Ed,42,2,21,20,22
28Q139,PS 139 REGO PARK,5,ICT,39,2,19.5,19,20
28Q140,PS 140 EDWARD K ELLINGTON,K,Gen Ed,24,1,24,24,24
28Q140,PS 140 EDWARD K ELLINGTON,K,ICT,22,1,22,22,22
28Q140,PS 140 EDWARD K ELLINGTON,1,Gen Ed,53,3,17.7,16,20
28Q140,PS 140 EDWARD K ELLINGTON,2,Gen Ed,19,1,19,19,19
28Q140,PS 140 EDWARD K ELLINGTON,2,ICT,19,1,19,19,19
28Q140,PS 140 EDWARD K ELLINGTON,3,Gen Ed,42,2,21,21,21
28Q140,PS 140 EDWARD K ELLINGTON,3,ICT,23,1,23,23,23
28Q140,PS 140 EDWARD K ELLINGTON,4,Gen Ed,32,2,16,<15,18
28Q140,PS 140 EDWARD K ELLINGTON,4,ICT,18,1,18,18,18
28Q140,PS 140 EDWARD K ELLINGTON,5,Gen Ed,37,2,18.5,<15,24
28Q140,PS 140 EDWARD K ELLINGTON,5,ICT,16,1,16,16,16
28Q144,PS 144 COL JEROMUS REMSEN,K,Gen Ed,60,3,20,19,21
28Q144,PS 144 COL JEROMUS REMSEN,K,G&T,25,1,25,25,25
28Q144,PS 144 COL JEROMUS REMSEN,K,ICT,23,1,23,23,23
28Q144,PS 144 COL JEROMUS REMSEN,1,Gen Ed,80,3,26.7,25,29
28Q144,PS 144 COL JEROMUS REMSEN,1,G&T,24,1,24,24,24
28Q144,PS 144 COL JEROMUS REMSEN,1,ICT,26,1,26,26,26
28Q144,PS 144 COL JEROMUS REMSEN,2,Gen Ed,80,3,26.7,26,27
28Q144,PS 144 COL JEROMUS REMSEN,2,G&T,29,1,29,29,29
28Q144,PS 144 COL JEROMUS REMSEN,2,ICT,25,1,25,25,25
28Q144,PS 144 COL JEROMUS REMSEN,3,Gen Ed,82,3,27.3,26,28
28Q144,PS 144 COL JEROMUS REMSEN,3,G&T,29,1,29,29,29
28Q144,PS 144 COL JEROMUS REMSEN,3,ICT,26,1,26,26,26
28Q144,PS 144 COL JEROMUS REMSEN,4,Gen Ed,60,2,30,30,30
28Q144,PS 144 COL JEROMUS REMSEN,4,G&T,30,1,30,30,30
28Q144,PS 144 COL JEROMUS REMSEN,4,ICT,29,1,29,29,29
28Q144,PS 144 COL JEROMUS REMSEN,5,Gen Ed,51,2,25.5,25,26
28Q144,PS 144 COL JEROMUS REMSEN,5,G&T,26,1,26,26,26
28Q144,PS 144 COL JEROMUS REMSEN,5,ICT,23,1,23,23,23
28Q157,JHS 157 STEPHEN A HALSEY,6,Gen Ed,378,13,29.1,25,32
28Q157,JHS 157 STEPHEN A HALSEY,6,ICT,117,4,29.3,25,32
28Q157,JHS 157 STEPHEN A HALSEY,7,Gen Ed,275,9,30.6,26,33
28Q157,JHS 157 STEPHEN A HALSEY,7,ICT,180,6,30,28,32
28Q157,JHS 157 STEPHEN A HALSEY,8,Gen Ed,396,13,30.5,28,33
28Q157,JHS 157 STEPHEN A HALSEY,8,ICT,111,4,27.8,24,31
28Q160,PS 160 WALTER FRANCIS BISHOP,K,Gen Ed,75,3,25,25,25
28Q160,PS 160 WALTER FRANCIS BISHOP,K,ICT,25,1,25,25,25
28Q160,PS 160 WALTER FRANCIS BISHOP,1,Gen Ed,68,3,22.7,21,24
28Q160,PS 160 WALTER FRANCIS BISHOP,1,ICT,20,1,20,20,20
28Q160,PS 160 WALTER FRANCIS BISHOP,2,Gen Ed,78,3,26,25,27
28Q160,PS 160 WALTER FRANCIS BISHOP,3,Gen Ed,41,2,20.5,20,21
28Q160,PS 160 WALTER FRANCIS BISHOP,3,ICT,23,1,23,23,23
28Q160,PS 160 WALTER FRANCIS BISHOP,4,Gen Ed,45,2,22.5,22,23
28Q160,PS 160 WALTER FRANCIS BISHOP,4,ICT,24,1,24,24,24
28Q160,PS 160 WALTER FRANCIS BISHOP,5,Gen Ed,52,2,26,25,27
28Q160,PS 160 WALTER FRANCIS BISHOP,5,ICT,25,1,25,25,25
28Q161,PS 161 ARTHUR ASHE SCHOOL,K,Gen Ed,63,3,21,21,21
28Q161,PS 161 ARTHUR ASHE SCHOOL,K,ICT,19,1,19,19,19
28Q161,PS 161 ARTHUR ASHE SCHOOL,1,Gen Ed,51,2,25.5,24,27
28Q161,PS 161 ARTHUR ASHE SCHOOL,1,ICT,27,1,27,27,27
28Q161,PS 161 ARTHUR ASHE SCHOOL,2,Gen Ed,56,2,28,27,29
28Q161,PS 161 ARTHUR ASHE SCHOOL,2,ICT,28,1,28,28,28
28Q161,PS 161 ARTHUR ASHE SCHOOL,3,Gen Ed,44,2,22,21,23
28Q161,PS 161 ARTHUR ASHE SCHOOL,3,ICT,23,1,23,23,23
28Q161,PS 161 ARTHUR ASHE SCHOOL,4,Gen Ed,47,2,23.5,22,25
28Q161,PS 161 ARTHUR ASHE SCHOOL,4,ICT,25,1,25,25,25
28Q161,PS 161 ARTHUR ASHE SCHOOL,5,Gen Ed,65,3,21.7,20,23
28Q161,PS 161 ARTHUR ASHE SCHOOL,5,ICT,19,1,19,19,19
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,6,Gen Ed,60,2,30,30,30
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,6,ICT,58,2,29,29,29
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,7,Gen Ed,81,3,27,26,28
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,7,ICT,50,2,25,24,26
